scale,quad_id,sample_rule,sample_size,sample_fraction,metric_mean,metric_median,metric_sd,metric_min,metric_max,n_boot,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,1315_b,fixed_4000,4000,0.4406742315743087,174.5650433425973,174.96287226093568,3.1521011004585415,167.9891621836489,181.96296681872784,50,squared_euclidean_pc1_pc3,4000,4000,0.018056886075823904,0.4457744126239627,173.66922612164237,175.46086056355225,174.5650433425973,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (44.1%)","4,000
44.1%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,pct_1,68,0.00999118424919189,157.11931932740998,156.33611681256173,19.244556007614158,106.84596917741924,200.14500174765206,50,squared_euclidean_pc1_pc3,68,68,0.12248370276803307,2.7215912107816562,151.65007702463458,162.58856163018538,160.92232759135493,-3.803008263944946,percent,0.01,1% of pixels,1%,1% of pixels = 68 pixels (1.0%),"1%
68 px",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,pct_2,136,0.01998236849838378,159.61950689245464,160.84977591742228,13.324138542963198,125.33397108295905,185.1502225018795,50,squared_euclidean_pc1_pc3,136,136,0.0834743747951839,1.8843177434396643,155.83282861635504,163.40618516855423,160.92232759135493,-1.302820698900291,percent,0.02,2% of pixels,2%,2% of pixels = 136 pixels (2.0%),"2%
136 px",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,pct_3,204,0.02997355274757567,161.31432841691753,161.7226660807174,10.00375223631805,141.75018927949074,186.70170445369385,50,squared_euclidean_pc1_pc3,204,204,0.06201403393295177,1.4147442087221165,158.47129348819757,164.1573633456375,160.92232759135493,0.3920008255626044,percent,0.03,3% of pixels,3%,3% of pixels = 204 pixels (3.0%),"3%
204 px",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,fixed_1250,1250,0.18366147516896855,161.08323297082075,160.93884716561985,4.103071727100831,152.6581912738607,173.7021686783547,50,squared_euclidean_pc1_pc3,1250,1250,0.025471749302697928,0.5802619683855593,159.91715288810525,162.24931305353624,160.92232759135493,0.16090537946581662,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (18.4%)","1,250
18.4%",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,fixed_2000,2000,0.29385836027034967,161.23779527796356,160.7478139254532,2.6317212609166707,156.85033910393182,167.08299550878414,50,squared_euclidean_pc1_pc3,2000,2000,0.016321987387508945,0.3721815899573978,160.48986837106978,161.98572218485734,160.92232759135493,0.3154676866086277,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (29.4%)","2,000
29.4%",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,fixed_3000,3000,0.44078754040552454,160.46536619793295,160.3012034377719,2.0654325472043045,155.00414952822672,165.14514173380093,50,squared_euclidean_pc1_pc3,3000,3000,0.012871516116796239,0.29209627204231353,159.87837676277894,161.05235563308696,160.92232759135493,-0.4569613934219774,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (44.1%)","3,000
44.1%",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,fixed_4000,4000,0.5877167205406993,160.92232759135493,160.96720026535226,1.334431484445795,157.61626745504282,163.5700888475323,50,squared_euclidean_pc1_pc3,4000,4000,0.0082923948740938,0.1887171103360905,160.54308635960095,161.3015688231089,160.92232759135493,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (58.8%)","4,000
58.8%",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,pct_1,62,0.00995664043680745,208.30837478408236,207.9938432631206,29.412586753617656,154.92400922593706,272.83725705072055,50,squared_euclidean_pc1_pc3,62,62,0.14119733200407641,4.159567909144133,199.94941011670886,216.66733945145586,203.46304226678384,4.845332517298516,percent,0.01,1% of pixels,1%,1% of pixels = 62 pixels (1.0%),"1%
62 px",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,pct_2,125,0.02007387184840212,197.8822069143004,197.7950797477095,20.51906198629021,150.964219763591,262.4465027719142,50,squared_euclidean_pc1_pc3,125,125,0.103693314857645,2.9018335748185833,192.05075402007478,203.71365980852605,203.46304226678384,-5.580835352483433,percent,0.02,2% of pixels,2%,2% of pixels = 125 pixels (2.0%),"2%
125 px",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,pct_3,187,0.03003051228520957,202.52641705716417,201.46788507222033,19.53615332986962,171.50355177803925,253.7890192108637,50,squared_euclidean_pc1_pc3,187,187,0.09646224731441053,2.7628292995701917,196.97430371233278,208.07853040199555,203.46304226678384,-0.9366252096196774,percent,0.03,3% of pixels,3%,3% of pixels = 187 pixels (3.0%),"3%
187 px",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,fixed_1250,1250,0.2007387184840212,202.6012799895195,203.30679334460712,7.744940239528785,186.51376129418378,222.59458817373755,50,squared_euclidean_pc1_pc3,1250,1250,0.038227499055926144,1.0952999526510734,200.40019232744308,204.80236765159592,203.46304226678384,-0.8617622772643472,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.1%)","1,250
20.1%",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,fixed_2000,2000,0.3211819495744339,202.45233600342607,202.74896202225318,4.015108279998336,194.53639693998156,210.1948884913564,50,squared_euclidean_pc1_pc3,2000,2000,0.0198323633071361,0.5678220583970157,201.31125485577567,203.59341715107647,203.46304226678384,-1.0107062633577755,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.1%)","2,000
32.1%",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,fixed_3000,3000,0.48177292436165087,204.02425818009172,203.88092667226653,3.056783233791639,196.79174955006846,211.05838144275677,50,squared_euclidean_pc1_pc3,3000,3000,0.014982449935406327,0.4322944306462823,203.15552999711608,204.89298636306737,203.46304226678384,0.5612159133078762,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.2%)","3,000
48.2%",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1414_a,fixed_4000,4000,0.6423638991488678,203.46304226678384,203.66318553511695,2.324999642808246,198.2221818696166,208.6715093472546,50,squared_euclidean_pc1_pc3,4000,4000,0.011427134957314119,0.32880460273720225,202.80228467926904,204.12379985429865,203.46304226678384,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.2%)","4,000
64.2%",6227,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,pct_1,75,0.009982696659124185,223.29370923216692,221.5723677594544,31.28021138474695,168.13352696528588,303.57530472568834,50,squared_euclidean_pc1_pc3,75,75,0.1400855021501019,4.423689917420642,214.40397151738011,232.18344694695372,229.21107134646402,-5.917362114297106,percent,0.01,1% of pixels,1%,1% of pixels = 75 pixels (1.0%),"1%
75 px",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,pct_2,150,0.01996539331824837,231.37095884078607,234.9835826228752,23.407279795160814,192.2340750695958,282.3789893802217,50,squared_euclidean_pc1_pc3,150,150,0.10116775204820813,3.3102892544578144,224.71868352729263,238.02323415427952,229.21107134646402,2.1598874943220494,percent,0.02,2% of pixels,2%,2% of pixels = 150 pixels (2.0%),"2%
150 px",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,pct_3,225,0.029948089977372555,227.8352436056013,229.51423126076608,17.95156642160076,180.86242865642015,271.9044775997382,50,squared_euclidean_pc1_pc3,225,225,0.07879187669786582,2.538734869926924,222.73346487735964,232.93702233384298,229.21107134646402,-1.375827740862718,percent,0.03,3% of pixels,3%,3% of pixels = 225 pixels (3.0%),"3%
225 px",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,fixed_1250,1250,0.16637827765206975,228.27538657799784,227.6526886138695,7.505174079362352,211.80584910244818,246.3161619524662,50,squared_euclidean_pc1_pc3,1250,1250,0.032877719284019086,1.0613918971005245,226.142439704695,230.40833345130068,229.21107134646402,-0.9356847684661886,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.6%)","1,250
16.6%",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,fixed_2000,2000,0.2662052442433116,228.722902895338,229.96866387637726,5.767436304597865,215.95014227055538,239.58272593761654,50,squared_euclidean_pc1_pc3,2000,2000,0.02521582330229957,0.8156386642085266,227.08381563329937,230.36199015737662,229.21107134646402,-0.4881684511260289,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.6%)","2,000
26.6%",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,fixed_3000,3000,0.3993078663649674,228.10978372817945,227.96738334095835,3.709476464542615,221.24696305695554,236.68044128993316,50,squared_euclidean_pc1_pc3,3000,3000,0.01626180343480097,0.5245991925459965,227.055562181421,229.1640052749379,229.21107134646402,-1.101287618284573,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.9%)","3,000
39.9%",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1417_c,fixed_4000,4000,0.5324104884866232,229.21107134646402,229.71600854806837,2.8995265288502843,222.49513222020437,236.12702232691058,50,squared_euclidean_pc1_pc3,4000,4000,0.012650028254819787,0.4100549741560655,228.38703502453833,230.0351076683897,229.21107134646402,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (53.2%)","4,000
53.2%",7513,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,pct_1,70,0.00996157677529529,93.94648671083243,92.51352087413471,14.720567120569465,63.64679654500109,145.24453211759047,50,squared_euclidean_pc1_pc3,70,70,0.15669098053532768,2.0818025667732796,89.76294782405276,98.1300255976121,95.56111053923684,-1.6146238284044045,percent,0.01,1% of pixels,1%,1% of pixels = 70 pixels (1.0%),"1%
70 px",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,pct_2,141,0.020065461790237656,95.44963581349492,97.00840515919484,9.194724854753808,79.04967530815519,116.07477318049128,50,squared_euclidean_pc1_pc3,141,141,0.09633064365714251,1.3003304591881821,92.83652392262546,98.06274770436438,95.56111053923684,-0.11147472574191397,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,pct_3,211,0.030027038565532946,95.10360183869142,94.93644117016568,8.945658025154806,78.0975996013743,118.23299165318524,50,squared_euclidean_pc1_pc3,211,211,0.09406224214649465,1.2651070903525645,92.56127395760228,97.64592971978055,95.56111053923684,-0.4575087005454179,percent,0.03,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,fixed_1250,1250,0.17788529955884447,96.12797379285851,95.70019539785463,3.272987165545422,89.64355109183397,104.32902951563791,50,squared_euclidean_pc1_pc3,1250,1250,0.03404822796533944,0.462870283898741,95.19780113233261,97.05814645338441,95.56111053923684,0.5668632536216762,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,fixed_2000,2000,0.2846164792941511,95.72655824948598,95.51602609014864,2.2959012496952402,89.04905843736485,100.40374830278886,50,squared_euclidean_pc1_pc3,2000,2000,0.023983952747069215,0.3246894685188346,95.07407033379387,96.37904616517808,95.56111053923684,0.16544771024913985,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,fixed_3000,3000,0.4269247189412267,95.27865407091576,94.92572383553298,1.5117533058718338,92.67223033768389,99.2017007328192,50,squared_euclidean_pc1_pc3,3000,3000,0.015866652616090042,0.21379420281263092,94.84901853510172,95.7082896067298,95.56111053923684,-0.2824564683210724,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.7%)","3,000
42.7%",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1514_a,fixed_4000,4000,0.5692329585883023,95.56111053923684,95.6540846495046,1.209210736475996,93.0631264613465,98.13201884633082,50,squared_euclidean_pc1_pc3,4000,4000,0.012653795353074107,0.17100822232915122,95.21745665029869,95.90476442817499,95.56111053923684,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.9%)","4,000
56.9%",7027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,pct_1,84,0.010050251256281407,188.04336804058457,183.5892539880952,25.884948843337465,142.05267441394452,253.1410761133575,50,squared_euclidean_pc1_pc3,84,84,0.13765414389807584,3.66068457155816,180.68694697464022,195.3997891065289,188.1790655760339,-0.1356975354493386,percent,0.01,1% of pixels,1%,1% of pixels = 84 pixels (1.0%),"1%
84 px",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,pct_2,167,0.01998085666427375,185.2730342663741,184.42391634185412,14.688065982019499,161.69661208431108,224.30553942319534,50,squared_euclidean_pc1_pc3,167,167,0.07927794803048298,2.0772062116802865,181.09873210097038,189.44733643177784,188.1790655760339,-2.906031309659795,percent,0.02,2% of pixels,2%,2% of pixels = 167 pixels (2.0%),"2%
167 px",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,pct_3,251,0.030031107920555158,190.19031880585166,190.32398321431668,11.700617343546662,165.78096093559517,212.78410008934898,50,squared_euclidean_pc1_pc3,251,251,0.061520572745297195,1.6547171735381545,186.8650401494569,193.51559746224643,188.1790655760339,2.011253229817754,percent,0.03,3% of pixels,3%,3% of pixels = 251 pixels (3.0%),"3%
251 px",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,fixed_1250,1250,0.14955731036133046,188.5591594298099,188.4132037936261,5.172380035401083,179.46616803687363,202.18037425270055,50,squared_euclidean_pc1_pc3,1250,1250,0.027431072831688524,0.7314849995812042,187.08918528832004,190.02913357129978,188.1790655760339,0.38009385377600324,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.0%)","1,250
15.0%",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,fixed_2000,2000,0.23929169657812874,188.4246077525501,188.817044083759,4.422264830649513,176.09774552590977,198.2248460350918,50,squared_euclidean_pc1_pc3,2000,2000,0.023469677784639906,0.6254026899910099,187.16781399351015,189.68140151159002,188.1790655760339,0.2455421765161816,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (23.9%)","2,000
23.9%",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,fixed_3000,3000,0.3589375448671931,188.7247638320331,188.96702506149356,2.9051329115523306,180.56084994122105,193.42983021691705,50,squared_euclidean_pc1_pc3,3000,3000,0.015393490777595715,0.4108478364013743,187.89913419377277,189.55039347029341,188.1790655760339,0.5456982559991843,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (35.9%)","3,000
35.9%",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1516_c,fixed_4000,4000,0.4785833931562575,188.1790655760339,188.62430862272288,2.471091372624423,181.22104863469463,191.8712435451083,50,squared_euclidean_pc1_pc3,4000,4000,0.013131595510160382,0.34946509330286063,187.47678917829143,188.8813419737764,188.1790655760339,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (47.9%)","4,000
47.9%",8358,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,pct_1,72,0.009959883801355651,141.0677488469086,140.90850941201546,20.930146995804876,108.09239405420527,192.99356816260146,50,squared_euclidean_pc1_pc3,72,72,0.14836946904511086,2.9599697743929747,135.11946688563745,147.01603080817972,138.5763463338664,2.491402513042175,percent,0.01,1% of pixels,1%,1% of pixels = 72 pixels (1.0%),"1%
72 px",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,pct_2,145,0.020058099322174575,139.75309975247114,138.64704917623425,12.310194782735456,113.23050116513417,178.6278206556717,50,squared_euclidean_pc1_pc3,145,145,0.08808530762136305,1.7409244417198997,136.25458110467778,143.2516184002645,138.5763463338664,1.1767534186047328,percent,0.02,2% of pixels,2%,2% of pixels = 145 pixels (2.0%),"2%
145 px",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,pct_3,217,0.030017983123530226,139.83363737213455,138.44702088144248,10.858819488798753,118.25341765136177,167.82623762596563,50,squared_euclidean_pc1_pc3,217,217,0.07765527445946745,1.5356689792420475,136.74759501902219,142.9196797252469,138.5763463338664,1.2572910382681357,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),"3%
217 px",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,fixed_1250,1250,0.17291464932909115,138.85437138058037,138.66910676144192,4.165209877710088,131.5719451784139,151.77232222066317,50,squared_euclidean_pc1_pc3,1250,1250,0.029996966147315816,0.5890496299187986,137.67063183085543,140.03811093030532,138.5763463338664,0.2780250467139638,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)","1,250
17.3%",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,fixed_2000,2000,0.2766634389265459,138.37563549116476,137.90240944252588,2.724636881381735,132.8777191298268,144.48599546563275,50,squared_euclidean_pc1_pc3,2000,2000,0.019690149004271074,0.3853218430191983,137.6013022571084,139.14996872522113,138.5763463338664,-0.2007108427016533,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.7%)","2,000
27.7%",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,fixed_3000,3000,0.41499515838981876,137.79031957322871,137.55925281486174,1.8889991086084732,134.2564357317762,141.96175449168504,50,squared_euclidean_pc1_pc3,3000,3000,0.013709229461541121,0.267144815870479,137.25347196652794,138.3271671799295,138.5763463338664,-0.7860267606376965,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.5%)","3,000
41.5%",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1604_c,fixed_4000,4000,0.5533268778530918,138.5763463338664,138.5554497420434,1.6095614057948975,134.23985909894373,142.86267400198489,50,squared_euclidean_pc1_pc3,4000,4000,0.011614979384122641,0.22762635695474487,138.11891404361222,139.0337786241206,138.5763463338664,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.3%)","4,000
55.3%",7229,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,pct_1,76,0.010007900974453516,137.58954223617377,137.23186602284005,13.985609588825858,106.75665156628682,172.8958860562058,50,squared_euclidean_pc1_pc3,76,76,0.10164732988804792,1.9778638758572733,133.61487596883853,141.564208503509,138.37762548900608,-0.7880832528323083,percent,0.01,1% of pixels,1%,1% of pixels = 76 pixels (1.0%),"1%
76 px",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,pct_2,152,0.020015801948907033,140.89927937967852,140.45656702491027,9.804370496607289,117.51919857262962,165.1815192666971,50,squared_euclidean_pc1_pc3,152,152,0.06958424869007061,1.3865473726832664,138.11290811442763,143.6856506449294,138.37762548900608,2.5216538906724395,percent,0.02,2% of pixels,2%,2% of pixels = 152 pixels (2.0%),"2%
152 px",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,pct_3,228,0.030023702923360547,139.90566647857426,138.69999004063538,9.854177652009168,116.21525623563305,156.76785996576467,50,squared_euclidean_pc1_pc3,228,228,0.07043444272157681,1.3935911681505226,137.10514017637695,142.70619278077157,138.37762548900608,1.5280409895681828,percent,0.03,3% of pixels,3%,3% of pixels = 228 pixels (3.0%),"3%
228 px",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,fixed_1250,1250,0.1646036344482486,139.1574985172763,138.78055403388788,3.503154814493502,131.43669647843205,147.0249416586869,50,squared_euclidean_pc1_pc3,1250,1250,0.025174028362248746,0.4954209049749314,138.16191293468253,140.15308409987009,138.37762548900608,0.7798730282702309,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.5%)","1,250
16.5%",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,fixed_2000,2000,0.2633658151171978,138.37320211389093,138.30052420989216,2.290293950492001,133.57889040063893,145.36114982375125,50,squared_euclidean_pc1_pc3,2000,2000,0.016551571514598087,0.3238964766606841,137.72230777500022,139.02409645278163,138.37762548900608,-0.004423375115152339,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.3%)","2,000
26.3%",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,fixed_3000,3000,0.39504872267579666,138.35277829287864,138.42927630484522,1.500467912849444,134.78214384465,141.97471050730888,50,squared_euclidean_pc1_pc3,3000,3000,0.010845231525984302,0.2121982072257335,137.9263500302746,138.7792065554827,138.37762548900608,-0.02484719612743902,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.5%)","3,000
39.5%",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1606_c,fixed_4000,4000,0.5267316302343956,138.37762548900608,138.35790485479373,1.211925650285616,134.91571973573863,140.8709419937113,50,squared_euclidean_pc1_pc3,4000,4000,0.00875810410825341,0.17139216912217506,138.0332000301003,138.72205094791187,138.37762548900608,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (52.7%)","4,000
52.7%",7594,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,pct_1,93,0.01000107538444994,140.61878920973942,140.4241329934547,19.228790737432355,94.39023819918644,180.2171149412968,50,squared_euclidean_pc1_pc3,93,93,0.13674410685439572,2.7193616648910983,135.1540273471757,146.08355107230312,138.69278526419285,1.9260039455465687,percent,0.01,1% of pixels,1%,1% of pixels = 93 pixels (1.0%),"1%
93 px",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,pct_2,186,0.02000215076889988,140.87482294009766,139.0949127638703,14.050068630566368,115.49569837213046,188.63252085376405,50,squared_euclidean_pc1_pc3,186,186,0.09973441909162643,1.9869797609619737,136.8818376157915,144.8678082644038,138.69278526419285,2.182037675904809,percent,0.02,2% of pixels,2%,2% of pixels = 186 pixels (2.0%),"2%
186 px",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,pct_3,279,0.030003226153349823,138.31397104906225,139.9525909392225,11.126016293446956,109.58495637107428,161.0230292909552,50,squared_euclidean_pc1_pc3,279,279,0.08044029253921409,1.5734563137376718,135.15199220427036,141.47594989385414,138.69278526419285,-0.3788142151306033,percent,0.03,3% of pixels,3%,3% of pixels = 279 pixels (3.0%),"3%
279 px",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,fixed_1250,1250,0.13442305624260673,139.36889070903473,138.65819893760838,5.228886357231757,129.2336027804908,151.70403771259112,50,squared_euclidean_pc1_pc3,1250,1250,0.037518317973472895,0.7394762002504799,137.88285764856494,140.85492376950452,138.69278526419285,0.6761054448418804,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (13.4%)","1,250
13.4%",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,fixed_2000,2000,0.21507688998817076,139.07653492040453,139.25477816952974,3.9487331009731075,130.94752130814896,146.07237845471715,50,squared_euclidean_pc1_pc3,2000,2000,0.02839251857427296,0.5584351905587737,137.95431738991607,140.19875245089298,138.69278526419285,0.3837496562116769,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (21.5%)","2,000
21.5%",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,fixed_3000,3000,0.32261533498225614,138.8283060420745,139.06139951770928,2.9826584174980835,132.29601455200654,145.01292572637556,50,squared_euclidean_pc1_pc3,3000,3000,0.02148451207489439,0.4218115985952063,137.98064389880366,139.67596818534534,138.69278526419285,0.13552077788165207,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (32.3%)","3,000
32.3%",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1701_b,fixed_4000,4000,0.4301537799763415,138.69278526419285,138.38036910432686,2.0225101382138027,135.35724615822625,143.96668183782896,50,squared_euclidean_pc1_pc3,4000,4000,0.014582662929157903,0.28602612674990424,138.11799424270424,139.26757628568146,138.69278526419285,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (43.0%)","4,000
43.0%",9299,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,pct_1,53,0.010009442870632672,109.43766920597051,109.6303147228227,13.927701070281312,66.65387962014114,139.34444660276236,50,squared_euclidean_pc1_pc3,53,53,0.12726606086674103,1.9696743746270102,105.47946035751205,113.39587805442896,115.24607019445675,-5.808400988486241,percent,0.01,1% of pixels,1%,1% of pixels = 53 pixels (1.0%),"1%
53 px",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,pct_2,106,0.020018885741265344,113.56214938951781,113.02796190928512,10.657468998186172,88.82303830143996,135.80417912814235,50,squared_euclidean_pc1_pc3,106,106,0.09384701729826446,1.5071937197805685,110.53333021269007,116.59096856634555,115.24607019445675,-1.6839208049389356,percent,0.02,2% of pixels,2%,2% of pixels = 106 pixels (2.0%),"2%
106 px",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,pct_3,159,0.03002832861189802,114.58314813591275,114.40334399962293,7.51411978329779,100.47219001254986,129.40325151816165,50,squared_euclidean_pc1_pc3,159,159,0.0655778786456881,1.0626570106835715,112.44765892168127,116.71863735014423,115.24607019445675,-0.6629220585439981,percent,0.03,3% of pixels,3%,3% of pixels = 159 pixels (3.0%),"3%
159 px",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,fixed_1250,1250,0.2360717658168083,114.86369244811692,115.01835908672513,2.6987437703335226,107.72537671115523,120.27214816786713,50,squared_euclidean_pc1_pc3,1250,1250,0.02349518557878962,0.38166000413755685,114.09671795479944,115.6306669414344,115.24607019445675,-0.38237774633982724,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (23.6%)","1,250
23.6%",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,fixed_2000,2000,0.3777148253068933,115.41922762636547,115.27865610770371,1.918468759340101,111.29669388844002,119.05774042706948,50,squared_euclidean_pc1_pc3,2000,2000,0.016621743177406785,0.27131245384478564,114.87400483759421,115.96445041513672,115.24607019445675,0.17315743190872013,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (37.8%)","2,000
37.8%",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
